id,video_dir,video_name,class,split
0003040,INCLUDE/People/77. Boy/MVI_4111.MOV,MVI_4111.MOV,boy,train
0003041,INCLUDE/People/77. Boy/MVI_4112.MOV,MVI_4112.MOV,boy,train
0003042,INCLUDE/People/77. Boy/MVI_5133.MOV,MVI_5133.MOV,boy,train
0003043,INCLUDE/People/77. Boy/MVI_5286.MOV,MVI_5286.MOV,boy,val
0003044,INCLUDE/People/77. Boy/MVI_5287.MOV,MVI_5287.MOV,boy,train
0003045,INCLUDE/People/77. Boy/MVI_3964.MOV,MVI_3964.MOV,boy,train
0003046,INCLUDE/People/77. Boy/MVI_5285.MOV,MVI_5285.MOV,boy,val
0003047,INCLUDE/People/77. Boy/MVI_4983.MOV,MVI_4983.MOV,boy,train
0003048,INCLUDE/People/77. Boy/MVI_3815.MOV,MVI_3815.MOV,boy,train
0003049,INCLUDE/People/77. Boy/MVI_3814.MOV,MVI_3814.MOV,boy,train
0003050,INCLUDE/People/77. Boy/MVI_5134.MOV,MVI_5134.MOV,boy,train
0003051,INCLUDE/People/77. Boy/MVI_4982.MOV,MVI_4982.MOV,boy,train
0003052,INCLUDE/People/77. Boy/MVI_3962.MOV,MVI_3962.MOV,boy,train
0003053,INCLUDE/People/77. Boy/MVI_3816.MOV,MVI_3816.MOV,boy,train
0003054,INCLUDE/People/77. Boy/MVI_8644.MP4,MVI_8644.MP4,boy,train
0003055,INCLUDE/People/77. Boy/MVI_4109.MOV,MVI_4109.MOV,boy,train
0003056,INCLUDE/People/59. Daughter/MVI_3904.MOV,MVI_3904.MOV,daughter,train
0003057,INCLUDE/People/59. Daughter/MVI_3905.MOV,MVI_3905.MOV,daughter,train
0003058,INCLUDE/People/59. Daughter/MVI_4936.MOV,MVI_4936.MOV,daughter,train
0003059,INCLUDE/People/59. Daughter/MVI_3903.MOV,MVI_3903.MOV,daughter,train
0003060,INCLUDE/People/59. Daughter/MVI_4934.MOV,MVI_4934.MOV,daughter,train
0003061,INCLUDE/People/59. Daughter/MVI_5223.MOV,MVI_5223.MOV,daughter,train
0003062,INCLUDE/People/59. Daughter/MVI_5222.MOV,MVI_5222.MOV,daughter,train
0003063,INCLUDE/People/59. Daughter/MVI_4935.MOV,MVI_4935.MOV,daughter,train
0003064,INCLUDE/People/59. Daughter/MVI_3757.MOV,MVI_3757.MOV,daughter,train
0003065,INCLUDE/People/59. Daughter/MVI_5075.MOV,MVI_5075.MOV,daughter,train
0003066,INCLUDE/People/59. Daughter/MVI_3758.MOV,MVI_3758.MOV,daughter,train
0003067,INCLUDE/People/59. Daughter/MVI_4221.MOV,MVI_4221.MOV,daughter,val
0003068,INCLUDE/People/59. Daughter/MVI_5076.MOV,MVI_5076.MOV,daughter,train
0003069,INCLUDE/People/59. Daughter/MVI_8624.MP4,MVI_8624.MP4,daughter,val
0003070,INCLUDE/People/59. Daughter/MVI_4056.MOV,MVI_4056.MOV,daughter,train
0003071,INCLUDE/People/59. Daughter/MVI_4055.MOV,MVI_4055.MOV,daughter,train
0003072,INCLUDE/People/81. Friend/MVI_5145.MOV,MVI_5145.MOV,friend,train
0003073,INCLUDE/People/81. Friend/MVI_5147.MOV,MVI_5147.MOV,friend,train
0003074,INCLUDE/People/81. Friend/MVI_5146.MOV,MVI_5146.MOV,friend,train
0003075,INCLUDE/People/81. Friend/MVI_8648.MP4,MVI_8648.MP4,friend,train
0003076,INCLUDE/People/81. Friend/MVI_4997.MOV,MVI_4997.MOV,friend,train
0003077,INCLUDE/People/81. Friend/MVI_3977.MOV,MVI_3977.MOV,friend,train
0003078,INCLUDE/People/81. Friend/MVI_4998.MOV,MVI_4998.MOV,friend,train
0003079,INCLUDE/People/81. Friend/MVI_3826.MOV,MVI_3826.MOV,friend,train
0003080,INCLUDE/People/81. Friend/MVI_3827.MOV,MVI_3827.MOV,friend,val
0003081,INCLUDE/People/81. Friend/MVI_4999.MOV,MVI_4999.MOV,friend,train
0003082,INCLUDE/People/81. Friend/MVI_5299.MOV,MVI_5299.MOV,friend,train
0003083,INCLUDE/People/81. Friend/MVI_5301.MOV,MVI_5301.MOV,friend,val
0003084,INCLUDE/People/81. Friend/MVI_5300.MOV,MVI_5300.MOV,friend,train
0003085,INCLUDE/People/81. Friend/MVI_4124.MOV,MVI_4124.MOV,friend,train
0003086,INCLUDE/People/81. Friend/MVI_4246.MOV,MVI_4246.MOV,friend,train
0003087,INCLUDE/People/81. Friend/MVI_4122.MOV,MVI_4122.MOV,friend,train
0003088,INCLUDE/Seasons/65. Season/MVI_5437.MOV,MVI_5437.MOV,season,train
0003089,INCLUDE/Seasons/65. Season/MVI_9137.MP4,MVI_9137.MP4,season,train
0003090,INCLUDE/Seasons/65. Season/MVI_5441.MOV,MVI_5441.MOV,season,train
0003091,INCLUDE/Seasons/65. Season/MVI_4581.MOV,MVI_4581.MOV,season,val
0003092,INCLUDE/Seasons/65. Season/MVI_4582.MOV,MVI_4582.MOV,season,train
0003093,INCLUDE/Seasons/65. Season/MVI_4585.MOV,MVI_4585.MOV,season,train
0003094,INCLUDE/Seasons/65. Season/MVI_9138.MP4,MVI_9138.MP4,season,val
0003095,INCLUDE/Seasons/65. Season/MVI_5003.MOV,MVI_5003.MOV,season,train
0003096,INCLUDE/Seasons/65. Season/MVI_5002.MOV,MVI_5002.MOV,season,train
0003097,INCLUDE/Seasons/65. Season/MVI_5438.MOV,MVI_5438.MOV,season,train
0003098,INCLUDE/Seasons/65. Season/MVI_5439.MOV,MVI_5439.MOV,season,train
0003099,INCLUDE/Seasons/62. Spring/MVI_9127.MP4,MVI_9127.MP4,spring,val
0003100,INCLUDE/Seasons/62. Spring/MVI_9126.MP4,MVI_9126.MP4,spring,train
0003101,INCLUDE/Seasons/62. Spring/MVI_5426.MOV,MVI_5426.MOV,spring,train
0003102,INCLUDE/Seasons/62. Spring/MVI_5427.MOV,MVI_5427.MOV,spring,train
0003103,INCLUDE/Seasons/62. Spring/MVI_5425.MOV,MVI_5425.MOV,spring,train
0003104,INCLUDE/Seasons/62. Spring/MVI_4571.MOV,MVI_4571.MOV,spring,train
0003105,INCLUDE/Seasons/62. Spring/MVI_4570.MOV,MVI_4570.MOV,spring,train
0003106,INCLUDE/Seasons/62. Spring/MVI_4994.MOV,MVI_4994.MOV,spring,train
0003107,INCLUDE/Seasons/62. Spring/MVI_4572.MOV,MVI_4572.MOV,spring,train
0003108,INCLUDE/Seasons/62. Spring/MVI_4569.MOV,MVI_4569.MOV,spring,train
0003109,INCLUDE/Seasons/62. Spring/MVI_5428.MOV,MVI_5428.MOV,spring,val
0003110,INCLUDE/Seasons/Ex. Monsoon/MVI_4674.MOV,MVI_4674.MOV,monsoon,val
0003111,INCLUDE/Seasons/Ex. Monsoon/MVI_4671.MOV,MVI_4671.MOV,monsoon,train
0003112,INCLUDE/Seasons/Ex. Monsoon/MVI_4672.MOV,MVI_4672.MOV,monsoon,train
0003113,INCLUDE/Seasons/Ex. Monsoon/MVI_5082.MOV,MVI_5082.MOV,monsoon,train
0003114,INCLUDE/Seasons/Ex. Monsoon/MVI_5531.MOV,MVI_5531.MOV,monsoon,train
0003115,INCLUDE/Seasons/Ex. Monsoon/MVI_5530.MOV,MVI_5530.MOV,monsoon,train
0003116,INCLUDE/Seasons/Ex. Monsoon/MVI_5081.MOV,MVI_5081.MOV,monsoon,train
0003117,INCLUDE/Seasons/Ex. Monsoon/MVI_9205.MP4,MVI_9205.MP4,monsoon,train
0003118,INCLUDE/Seasons/Ex. Monsoon/MVI_9207.MP4,MVI_9207.MP4,monsoon,train
0003119,INCLUDE/Seasons/Ex. Monsoon/MVI_5528.MOV,MVI_5528.MOV,monsoon,train
0003120,INCLUDE/Seasons/Ex. Monsoon/MVI_9206.MP4,MVI_9206.MP4,monsoon,val
0003121,INCLUDE/Seasons/64. Fall/MVI_5434.MOV,MVI_5434.MOV,fall,train
0003122,INCLUDE/Seasons/64. Fall/MVI_5435.MOV,MVI_5435.MOV,fall,val
0003123,INCLUDE/Seasons/64. Fall/MVI_9133.MP4,MVI_9133.MP4,fall,train
0003124,INCLUDE/Seasons/64. Fall/MVI_9132.MP4,MVI_9132.MP4,fall,train
0003125,INCLUDE/Seasons/64. Fall/MVI_5433.MOV,MVI_5433.MOV,fall,train
0003126,INCLUDE/Seasons/64. Fall/MVI_9135.MP4,MVI_9135.MP4,fall,train
0003127,INCLUDE/Seasons/64. Fall/MVI_9134.MP4,MVI_9134.MP4,fall,train
0003128,INCLUDE/Seasons/64. Fall/MVI_4580.MOV,MVI_4580.MOV,fall,train
0003129,INCLUDE/Seasons/64. Fall/MVI_4999.MOV,MVI_4999.MOV,fall,train
0003130,INCLUDE/Seasons/64. Fall/MVI_4579.MOV,MVI_4579.MOV,fall,train
0003131,INCLUDE/Seasons/64. Fall/MVI_5000.MOV,MVI_5000.MOV,fall,val
0003132,INCLUDE/Seasons/64. Fall/MVI_5001.MOV,MVI_5001.MOV,fall,train
0003133,INCLUDE/Seasons/63. Winter/MVI_9130.MP4,MVI_9130.MP4,winter,train
0003134,INCLUDE/Seasons/63. Winter/MVI_9131.MP4,MVI_9131.MP4,winter,train
0003135,INCLUDE/Seasons/63. Winter/MVI_5431.MOV,MVI_5431.MOV,winter,train
0003136,INCLUDE/Seasons/63. Winter/MVI_5430.MOV,MVI_5430.MOV,winter,train
0003137,INCLUDE/Seasons/63. Winter/MVI_4576.MOV,MVI_4576.MOV,winter,val
0003138,INCLUDE/Seasons/63. Winter/MVI_4574.MOV,MVI_4574.MOV,winter,val
0003139,INCLUDE/Seasons/63. Winter/MVI_4575.MOV,MVI_4575.MOV,winter,train
0003140,INCLUDE/Seasons/63. Winter/MVI_4997.MOV,MVI_4997.MOV,winter,train
0003141,INCLUDE/Seasons/63. Winter/MVI_4996.MOV,MVI_4996.MOV,winter,train
0003142,INCLUDE/Seasons/63. Winter/MVI_4573.MOV,MVI_4573.MOV,winter,train
0003143,INCLUDE/Seasons/63. Winter/MVI_5429.MOV,MVI_5429.MOV,winter,train
0003144,INCLUDE/Seasons/61. Summer/MVI_5420.MOV,MVI_5420.MOV,summer,train
0003145,INCLUDE/Seasons/61. Summer/MVI_9124.MP4,MVI_9124.MP4,summer,train
0003146,INCLUDE/Seasons/61. Summer/MVI_5422.MOV,MVI_5422.MOV,summer,train
0003147,INCLUDE/Seasons/61. Summer/MVI_9122.MP4,MVI_9122.MP4,summer,train
0003148,INCLUDE/Seasons/61. Summer/MVI_9123.MP4,MVI_9123.MP4,summer,train
0003149,INCLUDE/Seasons/61. Summer/MVI_5424.MOV,MVI_5424.MOV,summer,val
0003150,INCLUDE/Seasons/61. Summer/MVI_4990.MOV,MVI_4990.MOV,summer,train
0003151,INCLUDE/Seasons/61. Summer/MVI_4565.MOV,MVI_4565.MOV,summer,val
0003152,INCLUDE/Seasons/61. Summer/MVI_4566.MOV,MVI_4566.MOV,summer,train
0003153,INCLUDE/Seasons/61. Summer/MVI_4567.MOV,MVI_4567.MOV,summer,train
0003154,INCLUDE/Seasons/61. Summer/MVI_4568.MOV,MVI_4568.MOV,summer,train
0003155,INCLUDE/Pronouns/43. she/MVI_9966.MOV,MVI_9966.MOV,she,train
0003156,INCLUDE/Pronouns/43. she/MVI_9967.MOV,MVI_9967.MOV,she,train
0003157,INCLUDE/Pronouns/43. she/MVI_0012.MOV,MVI_0012.MOV,she,train
0003158,INCLUDE/Pronouns/43. she/MVI_0011.MOV,MVI_0011.MOV,she,train
0003159,INCLUDE/Pronouns/43. she/MVI_0010.MOV,MVI_0010.MOV,she,train
0003160,INCLUDE/Pronouns/43. she/MVI_0074.MOV,MVI_0074.MOV,she,train
0003161,INCLUDE/Pronouns/43. she/MVI_0075.MOV,MVI_0075.MOV,she,train
0003162,INCLUDE/Pronouns/43. she/MVI_0073.MOV,MVI_0073.MOV,she,val
0003163,INCLUDE/Pronouns/43. she/MVI_9932.MOV,MVI_9932.MOV,she,train
0003164,INCLUDE/Pronouns/43. she/MVI_9893.MOV,MVI_9893.MOV,she,train
0003165,INCLUDE/Pronouns/43. she/MVI_9935.MOV,MVI_9935.MOV,she,train
0003166,INCLUDE/Pronouns/43. she/MVI_9896.MOV,MVI_9896.MOV,she,train
0003167,INCLUDE/Pronouns/43. she/MVI_9934.MOV,MVI_9934.MOV,she,train
0003168,INCLUDE/Pronouns/43. she/MVI_9895.MOV,MVI_9895.MOV,she,train
0003169,INCLUDE/Pronouns/43. she/MVI_9894.MOV,MVI_9894.MOV,she,train
0003170,INCLUDE/Pronouns/43. she/MVI_0009.MOV,MVI_0009.MOV,she,train
0003171,INCLUDE/Pronouns/43. she/MVI_0021.MOV,MVI_0021.MOV,she,val
0003172,INCLUDE/Pronouns/41. you/MVI_0015.MOV,MVI_0015.MOV,you,val
0003173,INCLUDE/Pronouns/41. you/MVI_9999.MOV,MVI_9999.MOV,you,train
0003174,INCLUDE/Pronouns/41. you/MVI_0016.MOV,MVI_0016.MOV,you,train
0003175,INCLUDE/Pronouns/41. you/MVI_9998.MOV,MVI_9998.MOV,you,train
0003176,INCLUDE/Pronouns/41. you/MVI_9962.MOV,MVI_9962.MOV,you,train
0003177,INCLUDE/Pronouns/41. you/MVI_9960.MOV,MVI_9960.MOV,you,train
0003178,INCLUDE/Pronouns/41. you/MVI_9961.MOV,MVI_9961.MOV,you,train
0003179,INCLUDE/Pronouns/41. you/MVI_9888.MOV,MVI_9888.MOV,you,train
0003180,INCLUDE/Pronouns/41. you/MVI_0067.MOV,MVI_0067.MOV,you,train
0003181,INCLUDE/Pronouns/41. you/MVI_9885.MOV,MVI_9885.MOV,you,val
0003182,INCLUDE/Pronouns/41. you/MVI_9926.MOV,MVI_9926.MOV,you,train
0003183,INCLUDE/Pronouns/41. you/MVI_0069.MOV,MVI_0069.MOV,you,train
0003184,INCLUDE/Pronouns/41. you/MVI_9887.MOV,MVI_9887.MOV,you,train
0003185,INCLUDE/Pronouns/41. you/MVI_9925.MOV,MVI_9925.MOV,you,train
0003186,INCLUDE/Pronouns/41. you/MVI_0068.MOV,MVI_0068.MOV,you,train
0003187,INCLUDE/Pronouns/41. you/MVI_9996.MOV,MVI_9996.MOV,you,train
0003188,INCLUDE/Pronouns/41. you/MVI_9997.MOV,MVI_9997.MOV,you,train
0003189,INCLUDE/Pronouns/40. I/MVI_0014.MOV,MVI_0014.MOV,i,train
0003190,INCLUDE/Pronouns/40. I/MVI_9959.MOV,MVI_9959.MOV,i,train
0003191,INCLUDE/Pronouns/40. I/MVI_9958.MOV,MVI_9958.MOV,i,train
0003192,INCLUDE/Pronouns/40. I/MVI_0003.MOV,MVI_0003.MOV,i,val
0003193,INCLUDE/Pronouns/40. I/MVI_0012.MOV,MVI_0012.MOV,i,train
0003194,INCLUDE/Pronouns/40. I/MVI_0013.MOV,MVI_0013.MOV,i,train
0003195,INCLUDE/Pronouns/40. I/MVI_0064.MOV,MVI_0064.MOV,i,train
0003196,INCLUDE/Pronouns/40. I/MVI_0066.MOV,MVI_0066.MOV,i,train
0003197,INCLUDE/Pronouns/40. I/MVI_9918.MOV,MVI_9918.MOV,i,val
0003198,INCLUDE/Pronouns/40. I/MVI_9878.MOV,MVI_9878.MOV,i,train
0003199,INCLUDE/Pronouns/40. I/MVI_9879.MOV,MVI_9879.MOV,i,train
0003200,INCLUDE/Pronouns/40. I/MVI_9919.MOV,MVI_9919.MOV,i,train
0003201,INCLUDE/Pronouns/40. I/MVI_9922.MOV,MVI_9922.MOV,i,train
0003202,INCLUDE/Pronouns/40. I/MVI_9881.MOV,MVI_9881.MOV,i,train
0003203,INCLUDE/Pronouns/40. I/MVI_9880.MOV,MVI_9880.MOV,i,train
0003204,INCLUDE/Pronouns/40. I/MVI_9995.MOV,MVI_9995.MOV,i,train
0003205,INCLUDE/Pronouns/40. I/MVI_9957.MOV,MVI_9957.MOV,i,train
0003206,INCLUDE/Pronouns/45. we/MVI_0028.MOV,MVI_0028.MOV,we,train
0003207,INCLUDE/Pronouns/45. we/MVI_0017.MOV,MVI_0017.MOV,we,train
0003208,INCLUDE/Pronouns/45. we/MVI_9972.MOV,MVI_9972.MOV,we,train
0003209,INCLUDE/Pronouns/45. we/MVI_9973.MOV,MVI_9973.MOV,we,train
0003210,INCLUDE/Pronouns/45. we/MVI_9974.MOV,MVI_9974.MOV,we,train
0003211,INCLUDE/Pronouns/45. we/MVI_9904.MOV,MVI_9904.MOV,we,train
0003212,INCLUDE/Pronouns/45. we/MVI_9901.MOV,MVI_9901.MOV,we,val
0003213,INCLUDE/Pronouns/45. we/MVI_9903.MOV,MVI_9903.MOV,we,train
0003214,INCLUDE/Pronouns/45. we/MVI_9902.MOV,MVI_9902.MOV,we,train
0003215,INCLUDE/Pronouns/45. we/MVI_0081.MOV,MVI_0081.MOV,we,train
0003216,INCLUDE/Pronouns/45. we/MVI_0080.MOV,MVI_0080.MOV,we,train
0003217,INCLUDE/Pronouns/45. we/MVI_0020.MOV,MVI_0020.MOV,we,train
0003218,INCLUDE/Pronouns/45. we/MVI_0027.MOV,MVI_0027.MOV,we,train
0003219,INCLUDE/Pronouns/45. we/MVI_9942.MOV,MVI_9942.MOV,we,train
0003220,INCLUDE/Pronouns/45. we/MVI_9943.MOV,MVI_9943.MOV,we,val
0003221,INCLUDE/Pronouns/45. we/MVI_9940.MOV,MVI_9940.MOV,we,train
0003222,INCLUDE/Pronouns/45. we/MVI_0019.MOV,MVI_0019.MOV,we,train
0003223,INCLUDE/Pronouns/46. you (plural)/MVI_9977.MOV,MVI_9977.MOV,you (plural),train
0003224,INCLUDE/Pronouns/46. you (plural)/MVI_9976.MOV,MVI_9976.MOV,you (plural),train
0003225,INCLUDE/Pronouns/46. you (plural)/MVI_9948.MOV,MVI_9948.MOV,you (plural),train
0003226,INCLUDE/Pronouns/46. you (plural)/MVI_9905.MOV,MVI_9905.MOV,you (plural),val
0003227,INCLUDE/Pronouns/46. you (plural)/MVI_0082.MOV,MVI_0082.MOV,you (plural),train
0003228,INCLUDE/Pronouns/46. you (plural)/MVI_9909.MOV,MVI_9909.MOV,you (plural),train
0003229,INCLUDE/Pronouns/46. you (plural)/MVI_9908.MOV,MVI_9908.MOV,you (plural),train
0003230,INCLUDE/Pronouns/46. you (plural)/MVI_0084.MOV,MVI_0084.MOV,you (plural),train
0003231,INCLUDE/Pronouns/46. you (plural)/MVI_0021.MOV,MVI_0021.MOV,you (plural),train
0003232,INCLUDE/Pronouns/46. you (plural)/MVI_9945.MOV,MVI_9945.MOV,you (plural),val
0003233,INCLUDE/Pronouns/46. you (plural)/MVI_0022.MOV,MVI_0022.MOV,you (plural),train
0003234,INCLUDE/Pronouns/46. you (plural)/MVI_9946.MOV,MVI_9946.MOV,you (plural),train
0003235,INCLUDE/Pronouns/46. you (plural)/MVI_0023.MOV,MVI_0023.MOV,you (plural),train
0003236,INCLUDE/Pronouns/46. you (plural)/MVI_0032.MOV,MVI_0032.MOV,you (plural),train
0003237,INCLUDE/Pronouns/46. you (plural)/MVI_0030.MOV,MVI_0030.MOV,you (plural),train
0003238,INCLUDE/Pronouns/46. you (plural)/MVI_0024.MOV,MVI_0024.MOV,you (plural),train
0003239,INCLUDE/Pronouns/46. you (plural)/MVI_0031.MOV,MVI_0031.MOV,you (plural),train
0003240,INCLUDE/Pronouns/44. it/MVI_0014.MOV,MVI_0014.MOV,it,train
0003241,INCLUDE/Pronouns/44. it/MVI_9971.MOV,MVI_9971.MOV,it,train
0003242,INCLUDE/Pronouns/44. it/MVI_9970.MOV,MVI_9970.MOV,it,val
0003243,INCLUDE/Pronouns/44. it/MVI_0015.MOV,MVI_0015.MOV,it,train
0003244,INCLUDE/Pronouns/44. it/MVI_0016.MOV,MVI_0016.MOV,it,train
0003245,INCLUDE/Pronouns/44. it/MVI_0013.MOV,MVI_0013.MOV,it,train
0003246,INCLUDE/Pronouns/44. it/MVI_0077.MOV,MVI_0077.MOV,it,train
0003247,INCLUDE/Pronouns/44. it/MVI_9899.MOV,MVI_9899.MOV,it,train
0003248,INCLUDE/Pronouns/44. it/MVI_9898.MOV,MVI_9898.MOV,it,train
0003249,INCLUDE/Pronouns/44. it/MVI_9939.MOV,MVI_9939.MOV,it,train
0003250,INCLUDE/Pronouns/44. it/MVI_9938.MOV,MVI_9938.MOV,it,train
0003251,INCLUDE/Pronouns/44. it/MVI_9900.MOV,MVI_9900.MOV,it,train
0003252,INCLUDE/Pronouns/44. it/MVI_0078.MOV,MVI_0078.MOV,it,train
0003253,INCLUDE/Pronouns/44. it/MVI_9897.MOV,MVI_9897.MOV,it,train
0003254,INCLUDE/Pronouns/44. it/MVI_9936.MOV,MVI_9936.MOV,it,val
0003255,INCLUDE/Pronouns/44. it/MVI_0024.MOV,MVI_0024.MOV,it,train
0003256,INCLUDE/Pronouns/44. it/MVI_9969.MOV,MVI_9969.MOV,it,train
0003257,INCLUDE/Pronouns/47. they/MVI_0028.MOV,MVI_0028.MOV,they,train
0003258,INCLUDE/Pronouns/47. they/MVI_9912.MOV,MVI_9912.MOV,they,train
0003259,INCLUDE/Pronouns/47. they/MVI_9913.MOV,MVI_9913.MOV,they,val
0003260,INCLUDE/Pronouns/47. they/MVI_9911.MOV,MVI_9911.MOV,they,train
0003261,INCLUDE/Pronouns/47. they/MVI_9910.MOV,MVI_9910.MOV,they,train
0003262,INCLUDE/Pronouns/47. they/MVI_0087.MOV,MVI_0087.MOV,they,train
0003263,INCLUDE/Pronouns/47. they/MVI_0085.MOV,MVI_0085.MOV,they,train
0003264,INCLUDE/Pronouns/47. they/MVI_0035.MOV,MVI_0035.MOV,they,train
0003265,INCLUDE/Pronouns/47. they/MVI_9951.MOV,MVI_9951.MOV,they,train
0003266,INCLUDE/Pronouns/47. they/MVI_0034.MOV,MVI_0034.MOV,they,train
0003267,INCLUDE/Pronouns/47. they/MVI_9953.MOV,MVI_9953.MOV,they,train
0003268,INCLUDE/Pronouns/47. they/MVI_9952.MOV,MVI_9952.MOV,they,train
0003269,INCLUDE/Pronouns/47. they/MVI_0027.MOV,MVI_0027.MOV,they,train
0003270,INCLUDE/Pronouns/47. they/MVI_0033.MOV,MVI_0033.MOV,they,train
0003271,INCLUDE/Pronouns/47. they/MVI_9981.MOV,MVI_9981.MOV,they,val
0003272,INCLUDE/Pronouns/47. they/MVI_9980.MOV,MVI_9980.MOV,they,train
0003273,INCLUDE/Pronouns/47. they/MVI_0026.MOV,MVI_0026.MOV,they,train
0003274,INCLUDE/Pronouns/42. he/MVI_9965.MOV,MVI_9965.MOV,he,train
0003275,INCLUDE/Pronouns/42. he/MVI_9964.MOV,MVI_9964.MOV,he,train
0003276,INCLUDE/Pronouns/42. he/MVI_0006.MOV,MVI_0006.MOV,he,train
0003277,INCLUDE/Pronouns/42. he/MVI_0007.MOV,MVI_0007.MOV,he,train
0003278,INCLUDE/Pronouns/42. he/MVI_0071.MOV,MVI_0071.MOV,he,train
0003279,INCLUDE/Pronouns/42. he/MVI_9928.MOV,MVI_9928.MOV,he,train
0003280,INCLUDE/Pronouns/42. he/MVI_0070.MOV,MVI_0070.MOV,he,train
0003281,INCLUDE/Pronouns/42. he/MVI_0072.MOV,MVI_0072.MOV,he,train
0003282,INCLUDE/Pronouns/42. he/MVI_9889.MOV,MVI_9889.MOV,he,train
0003283,INCLUDE/Pronouns/42. he/MVI_9927.MOV,MVI_9927.MOV,he,train
0003284,INCLUDE/Pronouns/42. he/MVI_9890.MOV,MVI_9890.MOV,he,train
0003285,INCLUDE/Pronouns/42. he/MVI_9891.MOV,MVI_9891.MOV,he,val
0003286,INCLUDE/Pronouns/42. he/MVI_9930.MOV,MVI_9930.MOV,he,train
0003287,INCLUDE/Pronouns/42. he/MVI_9892.MOV,MVI_9892.MOV,he,train
0003288,INCLUDE/Pronouns/42. he/MVI_9931.MOV,MVI_9931.MOV,he,train
0003289,INCLUDE/Pronouns/42. he/MVI_0008.MOV,MVI_0008.MOV,he,val
0003290,INCLUDE/Pronouns/42. he/MVI_0019.MOV,MVI_0019.MOV,he,train
0003291,INCLUDE/Jobs/93. Soldier/MVI_5352.MOV,MVI_5352.MOV,soldier,train
0003292,INCLUDE/Jobs/93. Soldier/MVI_5351.MOV,MVI_5351.MOV,soldier,train
0003293,INCLUDE/Jobs/93. Soldier/MVI_5350.MOV,MVI_5350.MOV,soldier,val
0003294,INCLUDE/Jobs/93. Soldier/MVI_4498.MOV,MVI_4498.MOV,soldier,train
0003295,INCLUDE/Jobs/93. Soldier/MVI_4776.MOV,MVI_4776.MOV,soldier,train
0003296,INCLUDE/Jobs/93. Soldier/MVI_8893.MP4,MVI_8893.MP4,soldier,train
0003297,INCLUDE/Jobs/93. Soldier/MVI_4777.MOV,MVI_4777.MOV,soldier,train
0003298,INCLUDE/Jobs/93. Soldier/MVI_8894.MP4,MVI_8894.MP4,soldier,train
0003299,INCLUDE/Jobs/93. Soldier/MVI_8895.MP4,MVI_8895.MP4,soldier,val
0003300,INCLUDE/Jobs/93. Soldier/MVI_4497.MOV,MVI_4497.MOV,soldier,train
0003301,INCLUDE/Jobs/93. Soldier/MVI_4495.MOV,MVI_4495.MOV,soldier,train
0003302,INCLUDE/Jobs/98. Actor/MVI_4517.MOV,MVI_4517.MOV,actor,train
0003303,INCLUDE/Jobs/98. Actor/MVI_4516.MOV,MVI_4516.MOV,actor,train
0003304,INCLUDE/Jobs/98. Actor/MVI_8921.MP4,MVI_8921.MP4,actor,train
0003305,INCLUDE/Jobs/98. Actor/MVI_8923.MP4,MVI_8923.MP4,actor,train
0003306,INCLUDE/Jobs/98. Actor/MVI_4791.MOV,MVI_4791.MOV,actor,train
0003307,INCLUDE/Jobs/98. Actor/MVI_4793.MOV,MVI_4793.MOV,actor,train
0003308,INCLUDE/Jobs/98. Actor/MVI_5373.MOV,MVI_5373.MOV,actor,train
0003309,INCLUDE/Jobs/98. Actor/MVI_5371.MOV,MVI_5371.MOV,actor,val
0003310,INCLUDE/Jobs/98. Actor/MVI_5374.MOV,MVI_5374.MOV,actor,train
0003311,INCLUDE/Jobs/98. Actor/MVI_4518.MOV,MVI_4518.MOV,actor,train
0003312,INCLUDE/Jobs/98. Actor/MVI_4519.MOV,MVI_4519.MOV,actor,val
0003313,INCLUDE/Jobs/87. Doctor/MVI_4472.MOV,MVI_4472.MOV,doctor,train
0003314,INCLUDE/Jobs/87. Doctor/MVI_4473.MOV,MVI_4473.MOV,doctor,val
0003315,INCLUDE/Jobs/87. Doctor/MVI_4470.MOV,MVI_4470.MOV,doctor,train
0003316,INCLUDE/Jobs/87. Doctor/MVI_5325.MOV,MVI_5325.MOV,doctor,val
0003317,INCLUDE/Jobs/87. Doctor/MVI_5324.MOV,MVI_5324.MOV,doctor,train
0003318,INCLUDE/Jobs/87. Doctor/MVI_5322.MOV,MVI_5322.MOV,doctor,train
0003319,INCLUDE/Jobs/87. Doctor/MVI_4754.MOV,MVI_4754.MOV,doctor,train
0003320,INCLUDE/Jobs/87. Doctor/MVI_4755.MOV,MVI_4755.MOV,doctor,train
0003321,INCLUDE/Jobs/87. Doctor/MVI_4757.MOV,MVI_4757.MOV,doctor,train
0003322,INCLUDE/Jobs/87. Doctor/MVI_8874.MP4,MVI_8874.MP4,doctor,train
0003323,INCLUDE/Jobs/87. Doctor/MVI_8876.MP4,MVI_8876.MP4,doctor,train
0003324,INCLUDE/Jobs/91. Priest/MVI_5345.MOV,MVI_5345.MOV,priest,train
0003325,INCLUDE/Jobs/91. Priest/MVI_4489.MOV,MVI_4489.MOV,priest,train
0003326,INCLUDE/Jobs/91. Priest/MVI_5343.MOV,MVI_5343.MOV,priest,train
0003327,INCLUDE/Jobs/91. Priest/MVI_8887.MP4,MVI_8887.MP4,priest,train
0003328,INCLUDE/Jobs/91. Priest/MVI_4772.MOV,MVI_4772.MOV,priest,val
